"date","city","state","shape","duration","summary","posted"
"1/4/05 20:05","Kidderminster (UK/England)",NA,"Light","06 minutes","2 orange lights making sudden manouvres in the sky, seperating and rejoining.","1/11/05"
"1/1/05 20:45","Toowoomba (Australia)",NA,"Formation","30 seconds","formation of lights appeared out of nowhere high above us","1/11/05"
"1/1/05 06:51","Monterrey (Mexico)",NA,"Egg","less than 1 second","i was just taking pictures of night view with my digital camera, and i suddenly realized that i took a picture of UFO","1/11/05"
"1/1/05 03:30","London (UK/England)",NA,"Formation","1 minute","Red lights flying in formation high above London around 3 a.m","2/22/05"
"1/1/05 00:59","Coimbra (Portugal)",NA,"Other","10","Y-shape light effect over the valley","1/11/05"
"1/1/05 00:30","Monterrey (Mexico)",NA,"Cross","4 to 5 miniutes","Object moves from west to east, makes a u-turn, and goes back west. Glows orange. Repeat of 12-24 event.","1/11/05"
"1/1/05 00:20","Waltham Abbey (UK/England)",NA,"Sphere","5-6minutes","hi, we let off fireworks to see in the new year, as the last one was finishing we noticed three circles of light in a tri-angular forma","1/11/05"
"12/31/04 23:15","Santiago (Chile)",NA,"Rectangle","10-15 minutes","Very bright red-orange \"blinking\" light in northern horizon (west of Pleiades) - brighter than Mars, two sightings, Santiago, Chile","1/11/05"
"12/31/04 23:00","Centurion (South Africa)",NA,"Sphere","45min","sphere balls in sky","1/11/05"
"12/31/04 22:00","Hastings (New Zealand)",NA,"Fireball","5 min","Yellow gold starlike object slowly rising in the western sky","1/11/05"
"12/31/04 21:20","Hastings (New Zealand)",NA,"Other","15 minutes","Hastings New Zealand. A slow moving bright orange cup shaped disk very clear and visible","1/11/05"
"12/31/04 01:00","Dunstable (UK/England)",NA,"Cone","15 mins","Cone shaped object","1/11/05"
"12/30/04 00:00","Albany (Western Australia)",NA,"Circle","?","Unidentified object at Albany (Australia) on 12/30/04","1/27/05"
"12/29/04 22:00","Sydney (Australia)",NA,"Diamond","10 minutes","4 people saw 2 massive, purple diamond lights in the sky.","5/15/06"
"12/28/04 19:00","Hadera (Israel)",NA,"Circle","2 hours","I saw about 3 or 5 dots of light in the sky for about 2 hours above the mediterranean sea.","1/24/14"
"12/26/04 22:30","Thong Nai Pan (Koh Phan Gan)(Thailand)",NA,"Light","45mins","Whilst holidaying on the island of Koh Phangan Thailand 10 of us witnessed an extra large red pulsating star like object in the sky(we","1/27/05"
"12/26/04 13:30","Coimbatore (India)",NA,"Disk","2min","Saucer shaped object brown metallic was seen descending just as i was watching the report on sea surges throughout asia thought these","1/11/05"
"12/24/04 23:00","Monterrey (Mexico)",NA,"Cross","45 seconds","On December 24th at about 11:00pm a jet shaped objected moved across the sky glowing orange at a high altitude.","1/11/05"
"12/22/04 21:00","Birmingham (UK/England)",NA,"Flash","3 seconds","3 white lights flash downward within about 0.3 seconds","1/11/05"
"12/22/04 07:55","Frederiksted (St. Croix, US Virgin Islands)",NA,"Flash","2 minutes","Streaks of light moving quickly and erratically around an open field.","9/2/05"
"12/22/04 07:01","Palma de Mallorca (Spain)",NA,"","unknown","I'm airline pilot. Last December, 22th I was flying early morning from Tenerife South (Canary islands) to Alicante (Spain).
        
        From the","5/24/05"
"12/22/04","Oxford (UK/England)",NA,"Cigar","3-4 minutes","silver sparkly object splits into two!!!!!!","1/11/05"
"12/21/04 20:00","Ponce (Puerto Rico)",NA,"Circle","1 minute","Zig Zag shaped light does fast movements in the sky then banishes in one direction","1/11/05"
"12/19/04 20:00","Kuwait",NA,"Oval","4 minuts","4 din lights in the sky ((NUFORC Note: Advertising lights?? PD))","1/11/05"
"12/19/04 18:00","Brighton (UK/England)",NA,"Light","1 minute","A bright light hovered some distance away for a minute, before bursting into 4 or 5 lights and all of them disappearing.","1/11/05"
"12/18/04 19:05","Guarda la Vaca (Cuba)",NA,"Light","5mins","Bright Orange Light seen over Cuban Sky","1/11/05"
"12/16/04 11:00","São Paulo (Brasil)",NA,"Formation","30 min","black twins UFO","1/11/05"
"12/15/04 19:45","Poole, Dorset (UK/England)",NA,"Sphere","5 seconds","2 objects travelling at slow speed (dim light)....then seperated at great speed on a tacking motion..and disappeared.......our first ev","1/11/05"
"12/15/04 17:00","Montego Bay (Jamaica)",NA,"Circle","10 mins","Possible UFO sighting in Jamaica","1/10/09"
"12/12/04 16:15","Sutton cum Lound (UK/England)",NA,"Light","10 mins","Lights a christmas but not a decoration","5/24/05"
"12/10/04 15:11","Kidderminster, Warwickshire (UK/England)",NA,"Disk","9 minutes","Silver saucer viewed over Kidderminster in England","5/15/06"
"12/9/04 22:05","Lourinha (Portugal)",NA,"Triangle","6 sec.","Triangle shaped lights disapeard on the sky","12/14/04"
"12/6/04 04:00","Richmond (Australia)",NA,"Unknown","10min","Bright lights and shaking New South Wales Australia 6th December 2004","12/14/04"
"12/5/04 22:20","Bishkek (Kyrgyzistan)",NA,"Unknown","2 hours","A bright shining object emitted multicolored beams of light","12/14/04"
"12/4/04 23:00","Geelong (Australia)",NA,"Light","5 Minutes","3 Lights in Triangular Formation Moving Accross The Sky ((NUFORC Note: U. S. Navy \"NOSS\" satellites?? PD))","12/14/04"
"12/4/04 22:56","Recife (Brazil)",NA,"Disk","","good evening, I live in Recife, Brazil, I´m sending a picture for analysis.
        
        I have the original file for the print format 2592 x 19","10/30/06"
"12/4/04","Leicester (UK/England)",NA,"Light","25 seconds","Fiery light","12/14/04"
"11/27/04 13:35","Republic of Ireland",NA,"Unknown","7 mins","Alien sighting. ((NUFORC Note: Possibly not a serious report. We cannot be certain. PD))","6/20/05"
"11/27/04 00:00","Dunstable (UK/England)",NA,"Disk","10 mins","UFO dancing","12/3/04"
"11/26/04 13:00","UK/England",NA,"Oval","7 minutes","3 oval shaped ships with bright lights/beams","12/3/04"
"11/23/04 19:00","Puerto Vallarta (Mexico)",NA,"Circle","a few minutes","Large spheric objects in the sky.","12/3/04"
"11/22/04 13:45","Newport (UK/Wales)",NA,"Cigar","5","I was walking home from school and got to the gates of my house. it was a clear blue sky. i looked in the air and saw a cigar shaped cr","2/8/05"
"11/21/04 10:14","London (Heathrow, Cranford) (UK/England)",NA,"Light","10 mins","Well, i saw three lights above the clouds, the clouds were very scarce and scattered, above you can see the dark sky and the stars.","12/3/04"
"11/20/04 20:00","Hellevoetsluis (Netherlands)",NA,"Circle","seconds","strange lightned circles movind around for a short time","12/3/04"
"11/19/04 19:30","UK/England",NA,"Cross","1 min","flying cone in the sky","12/3/04"
"11/18/04 19:00","Thankerton (UK/Scotland)",NA,"Unknown","Few Minutes","UFO Sighting","12/3/04"
"11/16/04 17:44","Yangon (Rangoon) (Myanmar)",NA,"Light","60 seconds","7 sequence pics of UFO taken in Burma(Myanmar)","7/6/10"
"11/16/04 17:05","Jalisco (Mexico)",NA,"Disk","5 minutos","al evisar fotografias de un paisaje tomado en la sierra de Tapalpa Jalisco descubri unos puntos negros al momento de hacer la ampliacio","12/3/04"
"11/16/04 16:45","Pacific Ocean/X-43a launch",NA,"Circle","3-4 minutes","Black circular craft seen on NASA live streaming broadcast","12/3/04"
"11/15/04 22:30","Feilding (New Zealand)",NA,"Light","01- 02 mins","it was in the summer, that much i know, i was sitting outslde my home star gazing as i do alot when i noticed what i thought at first w","10/30/06"
"11/15/04 22:00","London (UK/England)",NA,"Circle","3 mins","Me and a friend saw a sphere with a blue light hovering, a jet then followed it and chased it away. I heard modem connection sounds","9/2/05"
"11/15/04 19:00","Mayagüez",NA,"Light","3 minutes","I live in the country part of Puerto Rico and I know something weird is happening.
        
        One night, I was outside, sweeping the front porc","12/3/04"
"11/15/04 00:02","Nybro (Sweden)",NA,"Diamond","10min","Diamond shaped vessel in Nybro, Sweden.","12/3/04"
"11/13/04 21:10","Vila Nova de Gaia (Portugal)",NA,"Oval","30 seconds","when i was arriving home i see a blue light coming down from the sky very fast ,then the light become slow and disapear into the woods","12/3/04"
"11/13/04 01:00","Mindarie (Australia)",NA,"Oval","half an hour","We saw the 2 objects and they were shining an oval then they shot across the sky very fast.","12/3/04"
"11/12/04 23:00","Ougtved (Denmark)",NA,"Unknown","","((HOAX??)) shape of something humanoid in cornfield.","11/28/07"
"11/12/04 19:05","Seoul",NA,"Unknown","1 minute","A light flight to norh in straight and zigzag. Then disappeared.","12/3/04"
"11/12/04 19:00","Pune (India)",NA,"Other","10 mins","A air craft like sphere in shape , i cant explain what was that, but surely not any plane from earth , it was something like sphere fly","12/3/04"
"11/12/04 02:00","Wiltshire (UK/England)",NA,"Diamond","","shining diamond object above my friends heads(smaller than football ball). I had make three picture with 5.2 MP camra, object is moving","12/3/04"
"11/11/04 19:40","UK/England",NA,"Circle","10 secs","the 2 brightest objects I have ever seen","12/3/04"
"11/11/04 18:25","London (UK/England)",NA,"Light","is still continuing","18:25 on 11/11/04 several light formations seen circling sky underneath clouds.","12/3/04"
"11/11/04 02:00","Brisbane (QLD, Australia)",NA,"Circle","10sec","It was a huge black round thing and it was leaving a green trail of smoke behind it. It made a buzzing sound.","12/3/04"
"11/10/04 20:11","Puerto Vallarto (Mexico)",NA,"Light","ongoing","Odd lights remain over the Bay of Banderes, Puerto Vallarta, Mexico.… ((NUFORC Note: Possibly stars, we suspect. PD))","12/3/04"
"11/9/04 22:00","Wormley, Hertfordshire (UK/England)",NA,"Circle","2-3 minutes","11/9/04 22:00 circular shape glowing orange travelling slowly diagonally downwards across the sky visible for 2-3 minutes","12/3/04"
"11/9/04 10:02","Ueno City (Japan)",NA,"Fireball","1 hour","A Bright Shining Object Opposite of the Sun","12/3/04"
"11/9/04 03:30","Puerto Vallarto (Mexico)",NA,"Light","2 Hours +","Odd light formations over Banderas Bay in Puerto Vallarta, Mexico...","12/3/04"
"11/8/04 17:10","Islamabad (Pakistan)",NA,"Changing","5 mins","On the evening of Nov 8th 2004 at 17:10 I noticed 3 moving objects in the sky as I sat in my house. I quickly ran outside to my terrace","11/9/04"
"11/7/04 22:00","Drenthe (on highway in) (Netherlands)",NA,"Disk","about 1 minute","Revolving Disk-like object.","11/9/04"
"11/7/04 02:13","Shropshire (UK/England)",NA,"Teardrop","20 minutes","A teardrop shaped object with lights","7/15/05"
"11/6/04 01:00","Wembley, London (UK/England)",NA,"Unknown","15-20 seconds","9 Glowing Orbs sighted over Wembley UK. One Orb exhibiting extraordinarily odd behaviour.","2/1/07"
"11/5/04 05:45","Bangalore (India)",NA,"Other","10 seconds","Boomerang/V shaped UFO, atleast as big as boeing747, over Bangalore ,India, on nov 5th 04","12/3/04"
"11/5/04 05:45","Bangalore (India)",NA,"Chevron","10-12seconds","November 5 2004 , CHEVRON shaped UFO","9/2/05"
"11/4/04 21:15","Brisbane (QLD, Australia)",NA,"","1 min","three lights jumping fast across the sky","11/9/04"
"11/4/04 19:30","Marlborough (UK/England)",NA,"Sphere","3 mins","I was approaching the village on foot and noticed a bright orange ball, it appeared stationary.","11/9/04"
"11/4/04 15:45","Buenos Aires (Argentina)",NA,"Other","10 minutes","I was feeding the cow's when suddenly 4 ufo's appeared at low altitud(about 200m) They started to change color until a green cover mad","2/22/05"
"11/3/04 08:00","Cairo (Egypt)",NA,"Disk","Brief","Two fast moving disk shaped objects appear over the Great Pyramid, Giza, Ciaro","1/19/05"
"11/2/04 22:00","Mandaluyong (Philippines)",NA,"Disk","5 minutes","saucer in the sky!","11/9/04"
"11/1/04 18:20","Ciudad Quesada (Costa Rica)",NA,"Oval","seconds","An U.F.O appears in Costa Rica in a beautiful and clear afternoon.","12/7/06"
"11/1/04 02:36","Denman (Australia)",NA,"Egg","10 minutes","Green, egg shaped glowing objects in sky. Hovering around southern cross star constelation. We were not under the influence of any ille","11/2/04"
"11/1/04","Yi-Ning City, (XiJiang) (China)",NA,"","","I just came across a videotaped UFO news in China.
        
        I think it is interesting so I forward to your center.
        
        The video was recorded","12/3/04"
"10/31/04 00:04","Manchester (UK/England)",NA,"Triangle","3 mins","unknown flying object saw by myself and 2 friends it fell from the sky with lights flickering green triangle shaped","11/2/04"
"10/30/04 20:00","Brisbane (QLD, Australia)",NA,"Fireball","10minutes","UFO sighting Springfield Queensland Australia.
        
        As I was having a breath of fresh evening air on the veranda I suddenly turned my hea","11/2/04"
"10/29/04 03:45","Wevershoof (Netherlands)",NA,"Circle","30 min.","horizontal movement over one kilometers length back and forward faster than planes","11/2/04"
"10/29/04","Heule/Kuurne (Belgium)",NA,"Light","2 min","The time of the events are late in the evening 29 October in Belgium! Events happened around 12 o clock CET when going to the city Kor","11/2/04"
"10/28/04 20:00","Gusum (Sweden)",NA,"Circle","20 min","10 glowing dots looking like circles...","11/2/04"
"10/25/04 04:21","M. Fokani/Hims (Syria)",NA,"Sphere","2 min","Cold blue light","11/3/05"
"10/24/04 18:25","Wald (Switzerland)",NA,"Other","10min.","The large, longitudinal object with upward tilted wings moved at an upward tilted angle","10/27/04"
"10/21/04 23:30","Careyes (Mexico)",NA,"Circle","About... a minute...","I saw a strange circular saucer moving (not at all quickly either) away from the sea, from a balcony.","9/2/05"
"10/21/04 21:10","Weert (Netherlands)",NA,"Cigar","1 minute","light-blue light, with red light on the right-side point, smaller than the blue light, flying up West-East very fast","11/2/04"
"10/21/04 21:00","Canvey Island, Essex (UK/England)",NA,"Chevron","10 seconds","21:00 east of London, UK, 2 black boomerang shaped craft, no lights or sound, sped off and disappeared in about 5 seconds - lit by moon","10/27/04"
"10/20/04 06:30","Castleford (UK/England)",NA,"Light","15 seconds","pulsing lights","10/27/04"
"10/18/04 20:00","UK/England",NA,"Cylinder","1 min","cigar shape object that hoverd above a house then at speed whent in to the sky","12/3/04"
"10/18/04 01:00","Tattonhall (UK/England)",NA,"Teardrop","10-15 minutes","Dear sir or madam i recently reported across the world via the net [including nasa of which i have emailed six times but to no evail]of","1/19/05"
"10/17/04 21:30","Paphos (Cyprus)",NA,"Unknown","west","We have been reserching uso's for many years so what we saw that night we know realy well IT WAS NOT AN AIRCRAFT. It was a nise aprclin","1/19/05"
"10/16/04 00:10","Northampton (UK/England)",NA,"Light","30 mins(approx)","Disco Lights over Northampton, UK.","4/27/07"
"10/14/04 13:00","",NA,"","","With all the guns in this country...why hasn't anyone taken a shot at one?","10/27/04"
"10/13/04 07:20","Manchester (UK/England)",NA,"Light","","Two lights in Sky","10/27/04"
"10/13/04 07:19","Manchester (UK/England)",NA,"Fireball","30sec","loud sonic like bang, /two fire balls /comets ((NUFORC Note: Possible, though unconfirmed, daytime meteor?? PD))","10/27/04"
"10/12/04 23:00","Delhi (India)",NA,"Circle","5 minutes","Disk like object sighted in India","7/5/05"
"10/12/04 16:00","Ísafjörður (Iceland)",NA,"Cylinder","15 min","Cylinder hiding from fighter jets in west Iceland","10/27/04"
"10/12/04 15:00","Antibes (France)",NA,"Sphere","45 minutes","Round sphere off the coast of southern France.","5/15/13"
"10/11/04 10:00","Nuevo Laredo (Mexico)",NA,"Light","20min","While I was driving I stopped at a traffic light and when I turned to wait for the green light, I saw 11 bright lights in the sky","7/16/06"
"10/10/04 15:20","Kedainiai (Lithuania)",NA,"Oval","4min","6 oval light objects very quickly rounded under the dark cloud for a some minutes ((NUFORC Note: Possible advertising lights?? PD))","10/27/04"
"10/7/04 12:45","Malmesbury",NA,"Oval","1 min","Malmesbury Aliens in Somerfield Area","10/27/04"
"10/7/04 11:30","Harlow, Essex (UK/England)",NA,"Sphere","30seconds","Craft vanishes after crossing the path of an aeroplane.","10/27/04"
"10/6/04 17:57","Ticknall (near Derby) (UK/England)",NA,"Cone","40 Secs","Cone shaped object with lights appearing to hover in the distance","11/9/04"
"10/6/04 00:00","Japan",NA,"Other","2 MINUTES","LARGE, WHITE UNMOVING CRAFT - POSSIBLY DAMAGED","10/27/04"
"10/5/04 18:35","Palampur (India)",NA,"Other","one and a half minutes","while on our evening walk in the hills this umbrella shaped being with what seemed to be its legs slightly above ground startled us","10/27/04"
"10/5/04 14:00","Lajas (Puerto Rico)",NA,"Unknown","10 seconds","Flat hologram looking image ((NUFORC Note: May not be a serious report. PD))","10/27/04"
"10/4/04 03:20","Baghdad (Iraq)",NA,"Light","30 sec","Strange light captured on CNN \"Special Report\" from Baghdad","10/27/04"
"10/2/04 21:20","Bridlington (UK/England)",NA,"Oval","15mins","This is real","10/27/04"
"10/2/04 10:30","Ipswich (Australia)",NA,"Sphere","20 seconds","Transparent sphere straight & level flight into the distance during air force air display in Australia.","10/27/04"
"10/1/04 23:00","Dunstable (UK/England)",NA,"Fireball","5 mins","Fireball burned me ((NUFORC Note: May not be a serious report. PD))","10/27/04"
"9/29/04 21:30","Brighton (UK/England)",NA,"Sphere","15secs","Object moved over area hovered,'flashing' then disappearing rapidly west up","10/27/04"
